STOCKCODE,NAME_ENG,NAME_CHI,BOARD_LOT
1281,LT SMART ENERGY,隆基泰和智慧能源,"1,000"
1282,CHINA GOLDJOY,中國金洋,"4,000"
1285,JIASHILI GP,嘉士利集團,"1,000"
1288,ABC,農業銀行,"1,000"
1289,SUNLIT SCI,盛力達科技,500
1290,CHINA HUIRONG,中國匯融,"2,000"
1292,CMA LOGISTICS,長安民生物流,"1,000"
1293,GRAND BAOXIN,廣匯寶信,500
1296,GUODIAN TECH,國電科環,"1,000"
1297,SINOSOFT TECH,中國擎天軟件,"1,000"
1298,TECHCOMP,天美（控股）,"1,000"
1299,AIA,友邦保險,200
1300,TRIGIANT,俊知集團,"2,000"
1301,D&G TECH,德基科技控股,"2,000"
1302,LIFETECH SCI,先健科技,"2,000"
1303,HUILI RES,?力資源,"2,000"
1305,WAI CHI HOLD,偉志控股,"1,000"
1308,SITC,海豐國際,"1,000"
1310,HKBN,香港寬頻,500
1312,TONGFANG KONTA,同方康泰,"6,000"
1313,CHINARES CEMENT,華潤水泥控股,"2,000"
1314,TSUI WAH HLDG,翠華控股,"2,000"
1315,VISION FAME,允升國際,"2,000"
1316,NEXTEER,耐世特,"1,000"
1317,MAPLELEAF EDU,楓葉教育,"2,000"
1318,GREENS HOLDINGS,格菱控股,"2,000"
1319,OIWAHPAWN,靄華押業信貸,"8,000"
1321,CHINA NEWCITY,中國新城市,"2,000"
1322,CW GROUP HOLD,創達科技控股,500
1323,NEWTREE GROUP,NEWTREE GROUP,"2,000"
1326,PEGASUS ENT,天馬影視,"8,000"
1327,TIME2U,時間由你,"2,000"
1328,INT'L ELITE,精英國際,"10,000"
1329,CAPITAL GRAND,首創鉅大,"2,000"
1330,DYNAGREEN ENV,綠色動力環保,"1,000"
1332,CHINA TOUYUN,中國透雲,"10,000"
1333,CHINA ZHONGWANG,中國忠旺,400
1335,SHEEN TAI,順泰控股,"2,000"
1336,NCI,新華保險,100
1338,BAWANG GROUP,霸王集團,"2,000"
1339,PICC GROUP,中國人民保險集團,"1,000"
1340,HUISHENG INTL,惠生國際,"4,000"
1341,HAO TIAN INTL,昊天國際建投,"8,000"
1345,PIONEER PHARM,中國先鋒醫藥,"1,000"
1347,HUA HONG SEMI,華虹半導體,"1,000"
1348,QUALI-SMART,滉達富控股,"2,000"
1349,FUDANZHANGJIANG,復旦張江,"1,000"
1353,NUOQI,諾奇,"1,000"
1355,LEGEND STRAT,朸濬國際,"2,000"
1357,MEITU,美圖公司,500
1358,PW MEDTECH,普華和順,"1,000"
1359,CHINA CINDA,中國信達,"1,000"
1360,MEGAEXPO HLDG,MEGAEXPO HLDG,"5,000"
1361,361 DEGREES,３６１度,"1,000"
1362,SIS MOBILE,新龍移動,"4,000"
1363,CTEG,中滔環保,"2,000"
1365,RUNDONG AUTO,潤東汽車,"1,000"
1366,JIANGNAN GP,江南集團,"2,000"
1367,HANBO ENT HLDGS,恒寶企業控股,"4,000"
1368,XTEP INT'L,特步國際,500
1369,WUZHOU INT'L,五洲國際,"2,000"
1370,HENGSHIMINING,恒實礦業,"1,000"
1371,CHINA LOTSYN,華彩控股,"20,000"
1372,BISU TECH,比速科技,"2,000"
1373,IH RETAIL,國際家居零售,"1,000"
1375,CC SECURITIES,中州證券,"1,000"
1378,CHINAHONGQIAO,中國宏橋,500
1380,CHI KINGSTONE,中國金石,"20,000"
1381,CANVEST ENV,粵豐環保,"1,000"
1382,PACIFICTEXTILES,互太紡織,"1,000"
1383,SUNCITY GROUP,太陽城集團,"10,000"
1385,SHANGHAI FUDAN,上海復旦,"2,000"
1386,VESTATE GROUP,國投集團控股,"1,000"
1387,RENHE COMM,人和商業,"2,000"
1388,EMBRY HOLDINGS,安莉芳控股,"1,000"
1389,MAJOR HLDGS,美捷?控股,"4,000"
1393,HIDILI INDUSTRY,恒鼎實業,"1,000"
1395,ELL ENV,強泰環保,"5,000"
1396,HYDOO INTL,毅德國際,"2,000"
1397,BAGUIO GREEN,碧瑤綠色集團,"4,000"
1398,ICBC,工商銀行,"1,000"
1399,SCUD GROUP,飛毛腿,"2,000"
1400,WANG TAI HLDG,宏太控股,"5,000"
1415,COWELL,高偉電子,"1,000"
1418,SINOMAX GROUP,盛諾集團,"2,000"
1419,HUMAN HEALTH,盈健醫療,"2,000"
1420,CHUAN HOLDING,川控股,"4,000"
1421,KINGBO STRIKE,工蓋有限公司,"5,000"
1428,BRIGHT SMART,耀才證券金融,"2,000"
1430,SUCHUANG GAS,蘇創燃氣,"2,000"
1431,YST DAIRY,原生態牧業,"1,000"
1432,CHINA SHENGMU,中國聖牧,"1,000"
1439,MOBILE INTERNET,移動互聯（中國）,"5,000"
1443,FULUM GP HLDG,富臨集團控股,"2,000"
1446,HUNGFOOKTONG,鴻福堂,"2,000"
1447,SFK,新福港,"2,000"
1448,FU SHOU YUAN,福壽園,"1,000"
1450,CENTURY SAGE,世紀睿科,"2,000"
1452,DENOX ENV,迪諾斯環保,"1,000"
1456,GUOLIAN SEC,國聯證券,500
1458,ZHOU HEI YA,周黑鴨,500
1459,JUJIANG CONS,巨匠建設,"2,000"
1460,ICO GROUP,揚科集團,"4,000"
1461,LUZHENG FUTURES,魯証期貨,"1,000"
1462,GOLD-FIN HLDG,金誠控股,"2,000"
1466,AFFLUENTPARTNER,錢唐控股,"2,000"
1468,UKF,英裘控股,"10,000"
1469,GET NICE FIN,結好金融,"4,000"
1470,TIC TAC INT'L,滴達國際,"4,000"
1476,HENGTOU SEC,恒投證券,"1,000"
1478,Q TECH,丘鈦科技,"1,000"
1480,YAN TAT GROUP,恩達集團控股,"2,000"
1483,U BANQUET GP,譽宴集團,"2,000"
1486,C CHENG HLDGS,思城控股,"2,000"
1488,BEST FOOD HLDG,百福控股,"2,000"
1492,ZHONGDI DAIRY,中地乳業,"2,000"
1495,JIYIHOUSEHOLD,集一家居,"2,000"
1496,AP RENTALS,亞積邦租賃,"4,000"
1498,PURAPHARM,培力控股,500
1499,LEAP HLDGS GP,前進控股集團,"10,000"
1500,INCON,現恆建築,"5,000"
1508,CHINA RE,中國再保險,"1,000"
1509,HARMONICARE,和美醫療,"1,000"
1513,LIVZON PHARMA,麗珠醫藥,100
1515,CRPHOENIXHEALTH,華潤鳳凰醫療,500
1518,NC HEALTHCARE,新世紀醫療,500
1520,RUNWAY GLOBAL,時尚環球,"6,000"
1522,BII TRANS TECH,京投交通科技,"4,000"
1523,PLOVER BAY TECH,珩灣科技,"8,000"
1526,RICI HEALTH,瑞慈醫療,"1,000"
1527,TENGY ENV,天潔環境,200
1528,RS MACALLINE,紅星美凱龍,200
1530,3SBIO,三生製藥,500
1532,CHINA PARTYTIME,中國派對文化,"3,000"
1533,ZHUANGYUAN PA,莊園牧場,500
1536,YUK WING GP,煜榮集團,"2,000"
1538,ZHONG AO HOME,中奧到家,"2,000"
1539,SYNERGY GROUP,?能集團,"2,000"
1543,JOIN-SHARE,中盈盛達融資擔保,"2,000"
1546,THELLOY DEV,德萊建業,"8,000"
1547,IBI GROUP HLDGS,IBI GROUP HLDGS,"8,000"
1548,GENSCRIPT BIO,金斯瑞生物科技,"2,000"
1549,EVER HARVEST GP,永豐集團控股,"8,000"
1551,GRCB,廣州農商銀行,"1,000"
1552,BHCC HOLDING,BHCC HOLDING,"5,000"
1555,MIE HOLDINGS,ＭＩ能源,"2,000"
1556,CHINNEY KW,建業建榮,"5,000"
1557,K.H. GP HLDGS,劍虹集團控股,"4,000"
1558,HEC PHARM,東陽光藥,200
1559,KWAN ON HLDGS,均安控股,"10,000"
1560,STAR PROPERTIES,星星地產,"2,000"
1561,MANFIELD CHEM,萬輝化工,"4,000"
1565,VIRSCEND EDU,成實外教育,"1,000"
1566,CHINA ANIMATION,華夏動漫,"1,000"
1568,SUNDART HLDGS,承達集團,"2,000"
1569,MINSHENG EDU,民生教育,"2,000"
1570,WEIYE HOLDINGS,偉業控股,"1,000"
1571,XIN POINT HOLD,信邦控股,"1,000"
1572,CHINA ART FIN,中國藝術金融,"4,000"
1573,CH UNIENERGY,中國優質能源,"2,000"
1575,MORRIS HOLD,慕容控股,"2,000"
1577,HUIXIN CREDIT,匯鑫小貸,"2,000"
1578,BANK OF TIANJIN,天津銀行,500
1579,YIHAI INTL,頤海國際,"1,000"
1580,DA SEN HLDGS,大森控股,"5,000"
1581,PROGRESSIVE P,進昇集團控股,"5,000"
1583,QINQIN FOODS,親親食品,"1,000"
1585,YADEA,雅迪控股,"2,000"
1586,CHINA LEON,中國力鴻,"4,000"
1588,CHANJET,暢捷通,200
1589,CNLP,中國物流資產,"1,000"
1591,SHUN WO GROUP,汛和集團,"20,000"
1596,YICHEN IND,翼辰實業,"1,000"
1599,UCD,城建設計,"1,000"
1600,TIAN LUN GAS,天倫燃氣,"1,500"
1606,CDB LEASING,國銀租賃,"2,000"
1608,VPOWER GROUP,偉能集團,"1,000"
1609,CHONG KIN GP,創建集團控股,"10,000"
1610,COFCO MEAT,中糧肉食,"1,000"
1611,PANTRONICS HLDG,桐成控股,"2,000"
1612,VINCENT MED,永勝醫療,"2,000"
1613,SYNERTONE,協同通信,"8,000"
1616,SILVERMAN HL,銀仕來控股,"2,000"
1617,NANFANG COMM,南方通信,"4,000"
1618,MCC,中國中冶,"1,000"
1619,TIANHE CHEM,天合化工,"2,000"
1622,REDCO PPT,力高地產,"2,000"
1623,HILONG,海隆控股,"1,000"
1626,JIA YAO HLDGS,嘉耀控股,"2,000"
1627,ABLE ENG HLDGS,安保工程控股,"4,000"
1628,YUZHOU PPT,禹洲地產,"1,000"
1629,MENGKE HLDGS,盟科控股,"4,000"
1630,KIN SHING HLDGS,建成控股,"6,000"
1631,REF HOLDINGS,REF HOLDINGS,"5,000"
1632,FOODWISE HLDG,膳源控股,"2,000"
1633,SHEUNG YUE GP,上諭集團,"3,000"
1635,DZUG,大眾公用,"1,000"
1636,CMRU,中國金屬利用,"4,000"
1637,SH GROUP HLDG,順興集團控股,"2,000"
1638,KAISA GROUP,佳兆業集團,"1,000"
1639,AKM INDUSTRIAL,安捷利實業,"10,000"
1647,SHIS LTD,SHIS LTD,"5,000"
1649,IMEEI,內蒙古能建,"2,000"
1651,TSUGAMI CHINA,津上機床中國,"1,000"
1655,OKURA HOLDINGS,OKURA HOLDINGS,"5,000"
1656,ISDN HOLDINGS,億仕登控股,"2,000"
1658,PSBC,郵儲銀行,"1,000"
1660,SANROC INT'L,善樂國際,"8,000"
1661,WISDOM SPORTS,智美體育,"1,000"
1662,YEE HOP HLDGS,義合控股,"4,000"
1663,S HARBOURHOLD,漢港控股,"2,000"
1666,TONG REN TANG,同仁堂科技,"1,000"
1667,MILESTONE BUILD,進階發展,"10,000"
1668,CHINASOUTHCITY,華南城,"2,000"
1669,GIC GROUP,環球信貸集團,"2,000"
1673,HUAZHANG TECH,華章科技,"2,000"
1676,C SHENGHAI FOOD,中國升海食品,"4,000"
1678,CREATIVE GLOBAL,中創環球,"2,000"
1679,RISECOMM GP,瑞斯康集團,"2,500"
1680,MACAU LEGEND,澳門勵駿,"1,000"
1681,CONSUN PHARMA,康臣葯業,"1,000"
1682,HIGHLIGHT IOT,高銳中國物聯,"4,000"
1683,ROYAL CHINA INT,皇中國際,"4,000"
1685,BOER POWER,博耳電力,"1,000"
1689,HUAXIHOLDINGS,華禧控股,"2,000"
1693,BGMC,璋利國際,"4,000"
1695,S&P INTL HLDG,椰豐集團,"5,000"
1696,SISRAM MED,SISRAM MED,400
1698,BOSHIWA INT'L,博士蛙國際,"1,000"
1699,PUTIAN FOOD,普甜食品,"4,000"
1700,SPRINGLAND,華地國際控股,"1,000"
1702,DONGGUANG CHEM,東光化工,"4,000"
1707,GEOTECH HLDGS,致浩達控股,"8,000"
1708,SAMPLE TECH,三寶科技,"1,000"
1709,SEASON PACIFIC,雲裳衣,"1,000"
1717,AUSNUTRIA,澳優,"1,000"
1718,WAN KEI GROUP,宏基集團控股,"5,000"
1728,ZHENGTONGAUTO,正通汽車,500
1733,E-COMMODITIES,易大宗,"12,000"
1738,FS ANTHRACITE,飛尚無煙煤,"2,500"
1766,CRRC,中國中車,"1,000"
1771,SUNFONDA GP,新豐泰集團,"1,000"
1776,GF SEC,廣發証券,200
1777,FANTASIA,花樣年控股,"1,500"
1778,COLOUR LIFE,彩生活,"1,000"
1786,CRCCE,鐵建裝備,500
1788,GUOTAI JUNAN I,國泰君安國際,"1,000"
1798,DATANG RENEW,大唐新能源,"1,000"
1799,XINTE ENERGY,新特能源,400
1800,CHINA COMM CONS,中國交通建設,"1,000"
1803,BJ SPORTS & ENT,北京體育文化,"2,500"
1808,ENTERPRISE DEV,企展控股,"2,000"
1811,CGN NEW ENERGY,中廣核新能源,"2,000"
1812,CHENMING PAPER,晨鳴紙業,500
1813,KWG PROPERTY,合景泰富,500
1816,CGN POWER,中廣核電力,"1,000"
1818,ZHAOJIN MINING,招金礦業,500
1819,FUGUINIAO,富貴鳥,600
1822,HONGDA FIN,弘達金融控股,"30,000"
1823,HUAYUEXPRESSWAY,華昱高速,"2,000"
1826,FDB HOLDINGS,豐展控股,"10,000"
1828,DCH HOLDINGS,大昌行集團,"1,000"
1829,CMEC,中國機械工程,"1,000"
1830,PERFECT SHAPE,必瘦站,"4,000"
1831,SHIFANG HLDG,十方控股,"1,000"
1836,STELLA HOLDINGS,九興控股,500
1838,CHINAPROPERTIES,CHINAPROPERTIES,"1,000"
1848,CALC,中國飛機租賃,500
1856,ERNEST BOREL,依波路,"1,000"
1858,CHUNLI MEDICAL,春立醫療,200
1862,JINGRUI HLDGS,景瑞控股,"1,000"
1863,CHI LONGEVITY,中國龍天集團,"1,000"
1866,CHINA XLX FERT,中國心連心化肥,"1,000"
1868,NEO-NEON,同方友友,"2,000"
1878,SOUTHGOBI-S,南戈壁—Ｓ,50
1882,HAITIAN INT'L,海天國際,"1,000"
1883,CITIC TELECOM,中信國際電訊,"1,000"
1884,EPRINT GROUP,ＥＰＲＩＮＴ集團,"4,000"
1885,CH WOOD OPT,中國優材,"4,000"
1886,HUIYUAN JUICE,匯源果汁,500
1888,KB LAMINATES,建滔積層板,500
1889,WUYI PHARMA,武夷藥業,"2,500"
1893,SINOMA,中材股份,"1,000"
1898,CHINA COAL,中煤能源,"1,000"
1899,XINGDA INT'L,興達國際,"1,000"
1900,CHINA ITS,中國智能交通,"1,000"
1908,C&D INTL GROUP,建發國際集團,"4,000"
1910,SAMSONITE,新秀麗,300
1913,PRADA,普拉達,100
1918,SUNAC,融創中國,"1,000"
1919,COSCO SHIP HOLD,中遠海控,500
1928,SANDS CHINA LTD,金沙中國有限公司,400
1929,CHOW TAI FOOK,周大福,200
1932,CPM GROUP,中漆集團,"4,000"
1938,CHU KONG PIPE,珠江鋼管,"1,000"
1958,BAIC MOTOR,北京汽車,500
1962,EVERGREEN PG,訓修實業,"2,000"
1963,BCQ,重慶銀行,500
1966,CHINA SCE PPT,中駿置業,"1,000"
1970,IMAX CHINA,IMAX CHINA,100
1972,SWIREPROPERTIES,太古地產,200
1979,TEN PAO GROUP,天寶集團,"4,000"
1980,TIANGE,天鴿互動,"1,000"
1982,NAMESON HLDGS,南旋控股,"2,000"
1985,MICROWARE,美高域,"2,000"
1986,TSAKER CHEM,彩客化學,500
1988,MINSHENG BANK,民生銀行,500
1989,PINE CARE GP,松齡護老集團,"8,000"
1991,TA YANG GROUP,大洋集團,"2,000"
1993,ASIARAY,雅仕維,500
1998,FLYKE INT'L,飛克國際,"2,000"
1999,MAN WAH HLDGS,敏華控股,400
2000,SIM TECH,晨訊科技,"2,000"
2001,NEW HIGHER EDU,新高教集團,"1,000"
2002,SUNSHINE PAPER,陽光紙業,500
2005,SSY GROUP,石四藥集團,"2,000"
2006,JINJIANG HOTELS,錦江酒店,"2,000"
2007,COUNTRY GARDEN,碧桂園,"1,000"
2008,PHOENIX TV,鳳凰衛視,"2,000"
2009,BBMG,金隅股份,"1,000"
2010,REAL NUTRI,瑞年國際,"1,000"
2011,KEE,KEE,"2,000"
2012,SUNSHINE OIL,陽光油砂,500
2014,OZNER WATER,浩澤淨水,"1,000"
2016,CZBANK,浙商銀行,"1,000"
2017,CHANHIGH,滄海控股,"2,000"
2018,AAC TECH,瑞聲科技,500
2020,ANTA SPORTS,安踏體育,"1,000"
2023,CHINA LUDAO,中國綠島科技,"4,000"
2028,JOLIMARK,映美控股,"2,000"
2030,CABBEEN,卡賓,"1,000"
2031,AUSUPREME,澳至尊,"5,000"
2033,TIME WATCH,時計寶,"2,000"
2038,FIH,富智康集團,"1,000"
2039,CIMC,中集集團,100
2066,SHENGJINGBANK,盛京銀行,500
2068,CHALIECO,中鋁國際,"1,000"
2078,PANASIALUM,榮陽實業,"1,000"
2080,AUX INTL,奧克斯國際,"2,000"
2083,NATURE HOME,大自然家居,"1,000"
2086,HNA TECH INV,海航科技投資,"1,000"
2088,XIWANG PROPERTY,西王置業,"2,000"
2098,ZALL GROUP,卓爾集團,"1,000"
2099,CHINAGOLDINTL,中國黃金國際,100
2100,BAIOO,百奧家庭互動,"2,000"
2111,BEST PACIFIC,超盈國際控股,"2,000"
2112,CAA RESOURCES,優庫資源,"2,000"
2113,CHERISH HLDGS,東盈控股,"5,000"
2118,TIAN SHAN DEV,天山發展控股,"2,000"
2120,KN HOSPITAL,康寧醫院,100
2121,FIRST CHEM,一化控股,"1,000"
2123,GOLDEN SHIELD,金盾控股,"4,000"
2128,CHINA LESSO,中國聯塑,"1,000"
2133,CH POLYMETAL,中國多金屬,"1,000"
2136,LIFESTYLE CHI,利福中國,500
2138,UM HEALTHCARE,香港醫思醫療集團,"1,000"
2166,SMART-CORE,芯智控股,"2,000"
2178,PETRO-KING,百勤油服,"1,000"
2183,SANSHENG HLDG,三盛控股,"2,000"
2186,LUYE PHARMA,綠葉製藥,500
2188,TITANS ENERGY,泰坦能源技術,"2,000"
2193,MAN KING HOLD,萬景控股,"4,000"
2196,FOSUN PHARMA,復星醫藥,500
2198,CHINA SANJIANG,中國三江化工,"1,000"
2199,REGINA MIRACLE,維珍妮,"1,000"
2200,HOSA INT'L,浩沙國際,"2,000"
2202,CHINA VANKE,萬科企業,100
2203,TOP DYNAMIC,泰邦集團,"10,000"
2208,GOLDWIND,金風科技,200
2211,UNI HEALTH,大健康國際,"1,000"
2212,FB MINING,高鵬礦業,"20,000"
2213,YI HUA HLDG,益華控股,"2,000"
2218,ANDRE JUICE,安德利果汁,500
2221,NEW CONCEPTS,創業集團控股,"4,000"
2222,NVC LIGHTING,雷士照明,"1,000"
2223,CASABLANCA,卡撒天嬌,"2,000"
2225,KAKIKO GROUP,KAKIKO GROUP,"5,000"
2226,HONWORLD GP,老恒和釀造,500
2228,CECEP COSTIN,中國節能海東青,"3,000"
2229,CG DUNXIN,長港敦信,"2,000"
2233,WESTCHINACEMENT,西部水泥,"2,000"
2236,WISON ENGRG,惠生工程,"1,000"
2238,GAC GROUP,廣汽集團,"2,000"
2239,SMIT,國微技術,"1,000"
2255,HAICHANG HLDG,海昌海洋公園,"1,000"
2266,LAI SI ENT,黎氏企業,"2,000"
2268,YOUYUAN HLDGS,優源控股,"1,000"
2269,WUXI BIO,藥明生物,500
2277,HUARONG INV,華融投資股份,"5,000"
2278,HAILAN HLDGS,海藍控股,"1,000"
2280,HC INTL,慧聰網,500
2281,XINGLU WATER,興瀘水務,"1,000"
2282,MGM CHINA,美高梅中國,400
2283,TK GROUP HLDG,東江集團控股,"2,000"
2286,CHEN XING,辰興發展,"1,000"
2288,RYKADAN CAPITAL,宏基資本,"1,000"
2289,CHARMACY PHAR,創美藥業,500
2293,BAMBOOSHEALTH,百本醫護,"8,000"
2298,COSMO LADY,都市麗人,"1,000"
2299,BILLION IND,百宏實業,"2,000"
2300,AMVIG HOLDINGS,澳科控股,"2,000"
2302,CNNC INT'L,中核國際,"1,000"
2303,HENGXING GOLD,恒興黃金,"2,000"
2307,KAM HING INT'L,錦興國際控股,"2,000"
2308,EVOC,研祥智能,"4,000"
2309,BIRMINGHAM SPTS,伯明翰體育,"20,000"
2310,FOREBASE INTL,申基國際,"2,000"
2313,SHENZHOU INTL,申洲國際,"1,000"
2314,LEE & MAN PAPER,理文造紙,"1,000"
2317,VEDAN INT'L,味丹國際,"4,000"
2318,PING AN,中國平安,500
2319,MENGNIU DAIRY,蒙牛乳業,"1,000"
2320,HOP FUNG GROUP,合豐集團,"2,000"
2322,NOBLE CENTURY,仁瑞投資,"8,000"
2323,CHINA HKBRIDGE,中國港橋,"2,000"
2326,BEP INT'L HOLD,百靈達國際控股,"10,000"
2327,MEILLEUREHEALTH,美瑞健康國際,"6,000"
2328,PICC P&C,中國財險,"2,000"
2329,GUORUI PPT,國瑞置業,"1,000"
2330,CHINA UPTOWN,中國上城,"4,000"
2331,LI NING,李寧,500
2333,GREATWALL MOTOR,長城汽車,500
2336,HAILIANG INTL,海亮國際,"10,000"
2337,UNITED STRENGTH,眾誠能源,"1,000"
2338,WEICHAI POWER,濰柴動力,"1,000"
2339,BWI INT'L,京西國際,"2,000"
2340,SYNERGIS HOLD,昇捷控股,"4,000"
2341,ECOGREEN,中怡國際,"2,000"
2342,COMBA,京信通信,"2,000"
2343,PACIFIC BASIN,太平洋航運,"1,000"
2345,SHANGHAI PRIME,上海集優,"2,000"
2348,DAWNRAYS PHARMA,東瑞製葯,"1,000"
2349,CH CITY INFRA,中國城市基礎設施,"4,000"
2355,BAOYE GROUP,寶業集團,"2,000"
2356,DAHSING BANKING,大新銀行集團,400
2357,AVICHINA,中航科工,"1,000"
2358,JIU RONG HOLD,久融控股,"10,000"
2362,JINCHUAN INTL,金川國際,"1,000"
2366,SMI CULTURE,星美文化旅遊,"5,000"
2368,EAGLE NICE,鷹美,"2,000"
2369,COOLPAD GROUP,酷派集團,"4,000"
2371,CL EDU FIN,創聯教育金融,"4,000"
2378,PRU,保誠,500
2379,ZHONGTIAN INT'L,中天國際,"5,000"
2380,CHINA POWER,中國電力,"1,000"
2382,SUNNY OPTICAL,舜宇光學科技,"1,000"
2383,TOM GROUP,ＴＯＭ集團,"2,000"
2386,SINOPEC SEG,中石化煉化工程,500
2388,BOC HONG KONG,中銀香港,500
2389,BJ ENT M&H,北控醫療健康,"6,000"
2393,YESTAR HEALTH,巨星醫療控股,"2,500"
2398,GOOD FRIEND,友佳國際,"2,000"
2399,FORDOO,虎都,"1,000"
2468,TRONY SOLAR,創益太陽能,"1,000"
2488,LAUNCH TECH,元征科技,500
2588,BOC AVIATION,中銀航空租賃,100
2600,CHALCO,中國鋁業,"2,000"
2601,CPIC,中國太保,200
2607,SH PHARMA,上海醫藥,100
2608,SUNSHINE 100,陽光１００中國,"1,000"
2611,GTJA,國泰君安,200
2623,ADD NEW ENERGY,愛德新能源,"2,000"
2628,CHINA LIFE,中國人壽,"1,000"
2633,JACOBSON PHARMA,雅各臣科研製藥,"2,000"
2638,HKELECTRIC-SS,港燈—ＳＳ,500
2662,CAMSING INTL,承興國際控股,"2,000"
2663,KPA-BM HLDGS,應力控股,"10,000"
2666,UNI MEDICAL,環球醫療,500
2668,PAK TAK INT'L,百德國際,"10,000"
2669,CHINA OVS PPT,中海物業,"5,000"
2678,TEXHONG TEXTILE,天虹紡織,500
2686,AAG ENERGY,亞美能源,"1,000"
2688,ENN ENERGY,新奧能源,"1,000"
2689,ND PAPER,玖龍紙業,"1,000"
2698,WEIQIAO TEXTILE,魏橋紡織,500
2699,XINMING CHINA,新明中國,"2,000"
2700,GREEN INTL HLDG,格林國際控股,"20,000"
2722,CHONGQING M&E,重慶機電,"2,000"
2727,SH ELECTRIC,上海電氣,"2,000"
2728,YUHUA ENERGY,裕華能源,"4,000"
2738,HUAJIN INTL,華津國際控股,"2,000"
2768,JIAYUAN INTL,佳源國際控股,"2,000"
2777,R&F PROPERTIES,富力地產,400
2788,YORKEY OPTICAL,精熙國際,"2,000"
2789,YUANDA CHINA,遠大中國,"2,000"
2799,CHINA HUARONG,中國華融,"1,000"
2863,GOLDEN FAITH GP,高豐集團控股,"3,000"
2866,COSCO SHIP DEV,中遠海發,"1,000"
2868,BJ CAPITAL LAND,首創置業,"2,000"
2869,GREENTOWN SER,綠城服務,"2,000"
2877,SHINEWAY PHARM,神威藥業,"1,000"
2878,SOLOMON SYSTECH,SOLOMON SYSTECH,"2,000"
2880,DALIAN PORT,大連港,"2,000"
2882,HKRH,香港資源控股,"4,000"
2883,CHINA OILFIELD,中海油田服務,"2,000"
2886,BINHAI INV,濱海投資,"2,000"
2888,STANCHART,渣打集團,50
2889,NRI HOLDINGS,鎳資源國際,"2,000"
2898,LONGRUN TEA,龍潤茶,"10,000"
2899,ZIJIN MINING,紫金礦業,"2,000"
2900,CHAMPION TECH,CHAMPION TECH,100
2901,MEGA MED RTS,美加醫學股權,"10,000"
2999,CH JICHENG-OLD,中國集成控股,500
3300,CHINA GLASS,中國玻璃,"2,000"
3301,RONSHINECHINA,融信中國,500
3303,JUTAL OIL SER,巨濤海洋石油服務,"2,000"
3306,JNBY,江南布衣,500
3308,GOLDEN EAGLE,金鷹商貿集團,"1,000"
3311,CHINA STATE CON,中國建築國際,"2,000"
3313,ARTGO HOLDINGS,雅高控股,"1,000"
3315,GOLDPAC GROUP,金邦達寶嘉,"1,000"
3318,CHINA FLAVORS,中國香精香料,"2,000"
3320,CHINARES PHARMA,華潤醫藥,500
3322,WIN HANVERKY,永嘉集團,"2,000"
3323,CNBM,中國建材,"2,000"
3326,PERFECT GROUP,保發集團,"3,000"
3328,BANKCOMM,交通銀行,"1,000"
3329,BOCOM INTL,交銀國際,"1,000"
3330,LINGBAO GOLD,靈寶黃金,"2,000"
3331,VINDA INT'L,維達國際,"1,000"
3332,SINOLIFE UTD,中生聯合,"2,000"
3333,EVERGRANDE,中國恒大,"1,000"
3335,DBA TELECOM,ＤＢＡ電訊,"4,000"
3336,JU TENG INTL,巨騰國際,"2,000"
3337,ANTON OILFIELD,安東油田服務,"2,000"
3339,LONKING,中國龍工,"1,000"
3344,ADDCHANCE,互益集團,"2,000"
3355,ASMC,先進半導體,"2,000"
3360,FE HORIZON,遠東宏信,"1,000"
3363,ZHENGYE INT'L,正業國際,"2,000"
3366,OCT (ASIA),華僑城（亞洲）,"2,000"
3368,PARKSON GROUP,百盛集團,500
3369,QHD PORT,秦港股份,500
3377,SINO-OCEAN GP,遠洋集團,500
3378,XIAMEN PORT,廈門港務,"2,000"
3380,LOGAN PPT,龍光地產,"2,000"
3382,TIANJINPORT DEV,天津港發展,"2,000"
3383,AGILE GROUP,雅居樂集團,"2,000"
3389,HENGDELI,亨得利,"4,000"
3393,WASION GROUP,威勝集團,"2,000"
3395,PERSTA,PERSTA,"1,000"
3396,LEGENDHOLDING,聯想控股,100
3398,CHINA TING,華鼎控股,"2,000"
3399,YUEYUN TRANS,粵運交通,"1,000"
3600,MODERN DENTAL,現代牙科,"1,000"
3606,FUYAO GLASS,福耀玻璃,400
3608,YONGSHENG MAT,永盛新材料,"2,500"
3618,CQRC BANK,重慶農村商業銀行,"1,000"
3623,C SUCCESS FIN,中國金融發展,"2,000"
3626,HSSP INTL,HSSP INTL,"2,000"
3628,RENHENG ENT,仁恒實業控股,"4,000"
3633,ZHONGYU GAS,中裕燃氣,"2,000"
3636,POLY CULTURE,保利文化,100
3638,HUABANG FIN,華邦金融,"12,000"
3639,YIDA CHINA,億達中國,"2,000"
3663,XIEZHONG INTL,協眾國際控股,"4,000"
3666,TANSH,國際天食,"2,000"
3669,YONGDA AUTO,永達汽車,500
3678,HOLLY FUTURES,弘業期貨,"1,000"
3683,GREAT HARVEST,榮豐聯合控股,"2,500"
3686,CLIFFORDML,祈福生活服務,"10,000"
3688,TOP SPRING,萊蒙國際,500
3689,KANGHUA HEALTH,康華醫療,200
3698,HUISHANG BANK,徽商銀行,"1,000"
