STOCKCODE,NAME_ENG,NAME_CHI,BOARD_LOT
0607,FULLSHARE,豐盛控股,"2,500"
0608,HIGH FASHION,達利國際,"2,000"
0609,TIANDE CHEMICAL,天德化工,"4,000"
0610,WAI KEE HOLD,WAI KEE HOLD,"2,000"
0611,CNE TECH CORP,中國核能科技,"2,000"
0613,YUGANG INT'L,YUGANG INT'L,"2,000"
0616,EMINENCE ENT,高山企業,"5,000"
0617,PALIBURG HOLD,百利保控股,"2,000"
0618,PKU RESOURCES,北大資源,"2,000"
0619,SOUTH CHINA FIN,南華金融,"50,000"
0620,DTXS SILK ROAD,大唐西市,"2,000"
0621,TAUNG GOLD,壇金礦業,"10,000"
0622,ENERCHINA HOLD,威華達控股,"3,000"
0623,SINOMEDIA,中視金橋,"1,000"
0626,PUBLIC FIN HOLD,大眾金融控股,"2,000"
0627,U-RIGHT INT'L,佑威國際,"20,000"
0628,GOME FIN TECH,國美金融科技,"2,000"
0629,YUE DA MINING,悅達礦業,"1,000"
0630,AMCO UNITED,雋泰控股,"10,000"
0631,SANY INT'L,三一國際,"1,000"
0632,PEARLORIENT OIL,東方明珠石油,"1,000"
0633,CH ALL ACCESS,中國全通,"2,000"
0635,PLAYMATES,彩星集團,"2,000"
0636,KERRY LOG NET,嘉里物流,500
0637,LEE KEE,利記,"2,000"
0638,KIN YAT HOLD,建溢集團,"2,000"
0639,SHOUGANG RES,首鋼資源,"2,000"
0640,INFINITY DEV,星謙發展,"4,000"
0641,CHTC FONG'S,恒天立信,"2,000"
0643,CARRY WEALTH,恆富控股,"10,000"
0645,ARES ASIA,安域亞洲,"2,000"
0646,CHINA ENV TEC,中國環保科技,"8,000"
0647,JOYCE BOUTIQUE,JOYCE BOUTIQUE,"2,000"
0648,WAH YAN HEALTH,中國華仁醫療,"2,500"
0650,IDG ENERGY,ＩＤＧ能源,"2,000"
0651,CHI OCEAN IND,中海重工,"5,000"
0653,BONJOUR HOLD,卓悅控股,"2,000"
0655,HK CHINESE LTD,香港華人有限公司,"2,000"
0656,FOSUN INTL,復星國際,500
0657,G-VISION INT'L,環科國際,"2,000"
0658,C TRANSMISSION,中國高速傳動,"1,000"
0659,NWS HOLDINGS,新創建集團,"1,000"
0660,WAI CHUN MINING,偉俊礦業集團,"10,000"
0661,CDAYENONFER,中國大冶有色金屬,"2,000"
0662,ASIA FINANCIAL,亞洲金融,"2,000"
0663,KING STONE ENGY,金山能源,"1,000"
0665,HAITONG INT'L,海通國際,"1,000"
0668,DOYEN INTL HOLD,東銀國際控股,"2,000"
0669,TECHTRONIC IND,創科實業,500
0670,CHINA EAST AIR,中國東方航空股份,"2,000"
0672,ZHONGAN REALEST,眾安房產,"1,000"
0673,CHINA HEALTH,中國衛生集團,"3,000"
0674,CHINA TANGSHANG,中國唐商,"4,000"
0675,K & P INT'L,堅寶國際,"2,000"
0676,PEGASUS INT'L,創信國際,"2,000"
0677,GOLDEN RES DEV,金源米業,"2,000"
0678,GENTING HK,雲頂香港,"1,000"
0679,ASIA TELE-NET,亞洲聯網科技,"10,000"
0680,NAN HAI CORP,南海控股,"50,000"
0681,CHI PEOPLE HOLD,中民控股,"2,000"
0682,CHAODA MODERN,超大現代,"2,000"
0683,KERRY PPT,嘉里建設,500
0684,ALLAN INT'L,亞倫國際,"2,000"
0685,MEDIA CHINESE,世界華文媒體,"1,000"
0686,PANDA GREEN,熊貓綠能,"2,000"
0687,HKICIM GROUP,香港國際建投,"2,000"
0688,CHINA OVERSEAS,中國海外發展,"2,000"
0689,EPI (HOLDINGS),長盈集團（控股）,"15,000"
0690,UNI-BIO GROUP,聯康生物科技集團,"20,000"
0691,SHANSHUI CEMENT,山水水泥,"1,000"
0692,CHINA HOUSEHOLD,中國家居,"5,000"
0693,TAN CHONG INT'L,陳唱國際,"3,000"
0694,BEIJING AIRPORT,北京首都機場股份,"2,000"
0695,DONGWU CEMENT,東吳水泥,"2,000"
0696,TRAVELSKY TECH,中國民航信息網絡,"1,000"
0697,SHOUGANG INT'L,SHOUGANG INT'L,"2,000"
0698,TONGDA GROUP,通達集團,"10,000"
0699,CAR INC,神州租車,"1,000"
0700,TENCENT,騰訊控股,100
0701,CNT GROUP,CNT GROUP,"2,000"
0702,SINO OIL & GAS,中國油氣控股,"5,000"
0703,FUTURE BRIGHT,FUTURE BRIGHT,"6,000"
0704,HUSCOKE RES,和嘉資源,"10,000"
0705,DINGHE MINING,鼎和礦業,"12,000"
0706,BEAUTI C HOLD,美麗中國控股,"10,000"
0707,CO-PROSPERITY,協盛協豐,"2,000"
0708,EVERG HEALTH,恒大健康,"5,000"
0709,GIORDANO INT'L,佐丹奴國際,"2,000"
0710,BOE VARITRONIX,京東方精電,"1,000"
0711,ASIA ALLIED INF,亞洲聯合基建控股,"2,000"
0712,COMTEC SOLAR,卡姆丹克太陽能,"2,000"
0713,WORLD HOUSEWARE,世界（集團）,"2,000"
0715,CHINA OCEANWIDE,中泛控股,"2,000"
0716,SINGAMAS CONT,勝獅貨櫃,"2,000"
0717,EMPEROR CAPITAL,英皇證券,"6,000"
0718,TAI UNITED HOLD,太和控股,"5,000"
0719,SHANDONG XINHUA,山東新華製藥股份,"2,000"
0720,AUTO ITALIA,意達利控股,"25,000"
0722,UMP,聯合醫務,"2,000"
0723,SUSTAIN FOREST,永保林業,"60,000"
0724,RUIXIN INT'L,瑞鑫國際集團,"10,000"
0725,PERENNIAL INT'L,恆都集團,"2,000"
0726,CM DRAWIN TECH,中民築友科技,"20,000"
0727,CROWNICORP,皇冠環球集團,"2,000"
0728,CHINA TELECOM,中國電信,"2,000"
0729,FDG EVEHICLES,五龍電動車,"5,000"
0730,SHOUGANG GRAND,SHOUGANG GRAND,"1,000"
0731,SAMSON PAPER,森信紙業集團,"2,000"
0732,TRULY INT'L,信利國際,"2,000"
0733,HOPEFLUENT,合富輝煌,"2,000"
0735,CP CLEAN ENERGY,中國電力清潔能源,500
0736,CHINA PPT INV,中國置業投資,"3,000"
0737,HOPEWELL INFR,合和公路基建,500
0738,LE SAUNDA,萊爾斯丹,"2,000"
0743,ASIA CEMENT CH,亞洲水泥（中國）,500
0745,CN CULTURE GP,中國國家文化產業,"10,000"
0746,L & M CHEMICAL,理文化工,"2,000"
0747,SHENYANG PUBLIC,瀋陽公用發展股份,"2,000"
0750,SINGYES SOLAR,興業太陽能,"1,000"
0751,SKYWORTHDIGITAL,創維數碼,"2,000"
0752,PICO FAR EAST,PICO FAR EAST,"2,000"
0753,AIR CHINA,中國國航,"2,000"
0754,HOPSON DEV HOLD,合生創展集團,"2,000"
0755,SHANGHAI ZENDAI,上海証大,"5,000"
0756,TIANYI SUMMI,天溢森美,"4,000"
0757,SOLARGIGA,陽光能源,"1,000"
0758,JUNEFIELD GROUP,JUNEFIELD GROUP,"2,000"
0759,CEC INT'L HOLD,CEC INT'L HOLD,"2,000"
0760,TALENT PPT GP,新天地產集團,"15,000"
0761,BEL GLOBAL RES,百營環球資源,"2,000"
0762,CHINA UNICOM,中國聯通,"2,000"
0763,ZTE,中興通訊,200
0764,ETERNITY INV,永恒策略,"10,000"
0765,PERFECTECH INTL,PERFECTECH INTL,"2,000"
0766,SINO PROSPER GP,中盈集團控股,"5,000"
0767,PACIFIC PLYWOOD,PACIFIC PLYWOOD,"40,000"
0769,CHINA RAREEARTH,中國稀土,"2,000"
0771,AUTOMATED SYS,自動系統,"2,000"
0775,CKLIFE SCIENCES,長江生命科技,"2,000"
0776,IMPERIUM GP,帝國集團環球控股,"1,000"
0777,NETDRAGON,網龍,500
0787,GLOBAL BRANDS,利標品牌,"2,000"
0789,PRIMEVIEW HLDG,領視控股,"20,000"
0794,COME SURE GROUP,錦勝集團（控股）,"2,000"
0798,CEOVU,中電光谷,"4,000"
0799,IGG,IGG,"1,000"
0800,A8 NEW MEDIA,Ａ８新媒體,"2,000"
0801,GOLDEN MEDITECH,金衛醫療,"4,000"
0802,CHINA E-WALLET,中國錢包,"10,000"
0803,PROSPERITY INTL,昌興國際,"20,000"
0804,PINESTONE,鼎石資本,"5,000"
0805,GLENCORE-S,GLENCORE-S,100
0806,VALUE PARTNERS,惠理集團,"1,000"
0809,GLOBAL BIO-CHEM,大成生化科技,"2,000"
0811,XINHUA WINSHARE,新華文軒,"1,000"
0812,SWSI,西證國際證券,"2,000"
0813,SHIMAO PROPERTY,世茂房地產,500
0814,JINGKELONG,北京京客隆,"1,000"
0815,CHI SILVER GP,中國白銀集團,"2,000"
0816,HUADIAN FUXIN,華電福新,"2,000"
0817,CHINA JINMAO,中國金茂,"2,000"
0818,HI SUN TECH,高陽科技,"3,000"
0819,TIANNENG POWER,天能動力,"2,000"
0821,VC HOLDINGS,匯盈控股,"4,000"
0822,KA SHUI INT'L,嘉瑞國際,"2,000"
0825,NWDS CHINA,新世界百貨中國,"1,000"
0826,TIANGONG INT'L,天工國際,"2,000"
0827,KO YO GROUP,玖源集團,"4,000"
0828,DYNASTY WINES,王朝酒業,"2,000"
0829,SHENGUAN HLDGS,神冠控股,"2,000"
0830,FAR EAST GLOBAL,遠東環球,"2,000"
0831,CR ASIA,利亞零售,"2,000"
0832,CENTRAL CHINA,建業地產,"1,000"
0833,ALLTRONICS,華訊,"1,000"
0834,KANGDA FOOD,康大食品,"4,000"
0835,ASIA COAL,亞洲煤業,"10,000"
0836,CHINA RES POWER,華潤電力,"2,000"
0837,CARPENTER TAN,譚木匠,"2,000"
0838,EVA HOLDINGS,億和控股,"2,000"
0840,TIANYE WATER,天業節水,"2,000"
0841,CASSAVA RES,木薯資源,"2,000"
0842,LEOCH INT'L,理士國際,"1,000"
0844,GREATIME INTL,廣泰國際控股,"4,000"
0845,GLORIOUS PPT H,恒盛地產,"1,000"
0846,MINGFA GROUP,明發集團,"1,000"
0847,KAZ MINERALS-S,哈薩克礦業—Ｓ,30
0848,MAOYE INT'L,茂業國際,"1,000"
0850,TOURONG CHANGFU,投融長富,"4,000"
0851,SHENG YUAN HLDG,盛源控股,"10,000"
0852,STRONG PETRO,海峽石油化工,"2,000"
0853,MICROPORT,微創醫療,"1,000"
0854,WILLAS-ARRAY,威雅利,"1,000"
0855,CHINA WATER,中國水務,"2,000"
0856,VSTECS,偉仕佳杰,"2,000"
0857,PETROCHINA,中國石油股份,"2,000"
0858,EXTRAWELL PHAR,精優藥業,"10,000"
0859,HENRY GROUP,鎮科集團,"2,000"
0860,O LUXE HOLD,奧立仕控股,"12,000"
0861,DC HOLDINGS,神州控股,"1,000"
0862,VISION VALUES,遠見控股,"20,000"
0863,BRANDINGCHINA,品牌中國,"2,000"
0864,WING LEE PPT,永利地產發展,"4,000"
0865,JIANDE INT'L,建德國際控股,"4,000"
0866,CHINA QINFA,中國秦發,"2,000"
0867,CMS,康哲藥業,"1,000"
0868,XINYI GLASS,信義玻璃,"2,000"
0869,PLAYMATES TOYS,彩星玩具,"4,000"
0871,CH DREDG ENV,中國疏浚環保,"1,000"
0872,TUS INTL,啟迪國際,"2,000"
0873,C TAIFENG BED,中國泰豐床品,"2,000"
0874,BAIYUNSHAN PH,白雲山,"2,000"
0875,CHINA FIN INV,中國金控,"20,000"
0876,MEGA MEDICAL,美加醫學,"10,000"
0877,O-NET TECH GP,昂納科技集團,"1,000"
0878,SOUNDWILL HOLD,金朝陽集團,500
0880,SJM HOLDINGS,澳博控股,"1,000"
0881,ZHONGSHENG HLDG,中升控股,500
0882,TIANJIN DEV,天津發展,"2,000"
0883,CNOOC,中國海洋石油,"1,000"
0884,CIFI HOLD GP,旭輝控股集團,"2,000"
0885,RENTIAN TECH,仁天科技控股,"10,000"
0886,SILVER BASE,銀基集團,"3,000"
0887,EMPEROR WATCH&J,英皇鐘錶珠寶,"10,000"
0888,ROADSHOW,路訊通,"2,000"
0889,DATRONIX HOLD,連達科技控股,"2,000"
0891,TRINITY,利邦,"2,000"
0893,CHINAVTM MINING,中國鐵鈦,"1,000"
0894,MAN YUE TECH,萬裕科技,"2,000"
0895,DONGJIANG ENV,東江環保,200
0896,HANISON,興勝創建,"2,000"
0897,WAI YUEN TONG,位元堂,"5,000"
0898,MULTIFIELD INTL,萬事昌國際,"2,000"
0899,ASIA RESOURCES,亞洲資源,"10,000"
0900,AEON CREDIT,AEON CREDIT,"2,000"
0902,HUANENG POWER,華能國際電力股份,"2,000"
0903,TPV TECHNOLOGY,冠捷科技,"2,000"
0904,CHINA GREEN,中綠,"4,000"
0906,COFCO PACKAGING,中糧包裝,"1,000"
0907,ELEGANCEOPTICAL,高雅光學,"2,000"
0908,ZHUHAI H INV,珠海控股投資,"2,000"
0909,ZHONGDA INT'L,中大國際,"2,000"
0910,CHINA SANDI,中國三迪,"12,000"
0911,QIANHAI HEALTH,前海健康,"10,000"
0912,SUGA INT'L,信佳國際,"2,000"
0914,CONCH CEMENT,海螺水泥,500
0915,DAOHE GLOBAL,道和環球,"1,000"
0916,CHINA LONGYUAN,龍源電力,"1,000"
0918,STATE EN ASSETS,國能國際資產,"2,000"
0919,MODERN BEAUTY,現代美容,"4,000"
0921,HISENSE KELON,海信科龍,"1,000"
0922,ANXIANYUAN CH,安賢園中國,"20,000"
0923,IWS,綜合環保集團,"2,000"
0925,BJ PROPERTIES,北京建設,"2,000"
0926,BESUNYEN,碧生源,"1,000"
0927,FUJIKON IND,富士高實業,"2,000"
0928,LIFE HEALTHCARE,蓮和醫療,"20,000"
0929,IPE GROUP,國際精密,"5,000"
0931,CHINA LNG,中國天然氣,"2,000"
0932,RM GROUP,御藥堂,"4,000"
0933,BRIGHTOIL,光匯石油,"1,000"
0934,SINOPEC KANTONS,中石化冠德,"2,000"
0935,DRAGON CROWN,龍翔集團,"2,000"
0936,EAGLE LEGEND,鵬程亞洲,"10,000"
0938,MAN SANG INT'L,民生國際,"2,000"
0939,CCB,建設銀行,"1,000"
0940,C ANIMAL HEALTH,中國動物保健品,"1,000"
0941,CHINA MOBILE,中國移動,500
0943,EFORCE HOLDINGS,意科控股,"8,000"
0945,MANULIFE-S,宏利金融—Ｓ,100
0947,MOBI DEV,摩比發展,"1,000"
0948,Z-OBEE,融達控股,"2,000"
0950,LEE'S PHARM,李氏大藥廠,500
0951,CHAOWEI POWER,超威動力,"1,000"
0952,OCEANWIDE FIN,中國泛海金融,"10,000"
0953,SHAW BROTHERS,邵氏兄弟控股,"2,000"
0954,CHANGMAO BIO,常茂生物,"4,000"
0956,CHINA SUNTIEN,新天綠色能源,"1,000"
0958,HN RENEWABLES,華能新能源,"2,000"
0959,AMAX INT HOLD,奧瑪仕國際,"2,000"
0960,LONGFOR PPT,龍湖地產,500
0963,BLOOMAGE BIOTEC,華熙生物科技,"2,500"
0966,CHINA TAIPING,中國太平,200
0967,SOUND GLOBAL,桑德國際,"1,000"
0968,XINYI SOLAR,信義光能,"2,000"
0969,HUA LIEN INT'L,華聯國際,"2,000"
0970,SPARKLE ROLL,耀萊集團,"8,000"
0973,L'OCCITANE,L'OCCITANE,250
0974,SKL,中國順客隆,"1,000"
0975,MONGOL MINING,MONGOL MINING,500
0976,CHIHO ENV,齊合環保,"2,000"
0978,CHI MER LAND,招商局置地,"2,000"
0979,GREEN ENERGY GP,綠色能源科技集團,"2,000"
0980,LIANHUA,聯華超市,"1,000"
0981,SMIC,中芯國際,500
0982,IONE HOLDINGS,卓智控股,"20,000"
0983,SOCAM DEV,瑞安建業,"2,000"
0984,AEON STORES,永旺,500
0985,CST GROUP,中譽集團,"8,000"
0986,CH ENV ENERGY,中國環保能源,"2,000"
0987,CH RENEW EN INV,中國再生能源投資,"2,000"
0988,LOUDONG GN RES,樓東俊安資源,"3,000"
0989,GROUND INTL DEV,廣澤國際發展,"5,000"
0990,THEME INT'L,榮暉國際,"10,000"
0991,DATANG POWER,大唐發電,"2,000"
0992,LENOVO GROUP,聯想集團,"2,000"
0993,HUARONG INT FIN,華融金控,"1,000"
0994,WIN WIN WAY,恆誠建築,"4,000"
0995,ANHUIEXPRESSWAY,安徽皖通高速公路,"2,000"
0996,CARNIVAL GROUP,嘉年華國際,"10,000"
0997,CHINLINK INTL,普匯中金國際,"5,000"
0998,CITIC BANK,中信銀行,"1,000"
0999,I.T,I.T,"2,000"
1000,BEIJING MEDIA,北青傳媒,500
1001,HK SH ALLIANCE,滬港聯合,"2,000"
1002,V.S. INT'L,威鋮國際,"4,000"
1003,HUANXI MEDIA,歡喜傳媒,"10,000"
1004,C SMARTERENERGY,中國智慧能源,"2,000"
1005,MATRIX HOLDINGS,MATRIX HOLDINGS,"2,000"
1006,CHANGSHOUHUA,長壽花食品,"1,000"
1007,DAQING DAIRY,大慶乳業,"1,000"
1008,BRILLIANT CIR,貴聯控股,"2,000"
1009,INT'L ENT,國際娛樂,"2,000"
1010,PACRAY INT'L,太睿國際控股,"2,000"
1011,NT PHARMA,泰凌醫藥,500
1013,WAI CHUN GROUP,偉俊集團控股,"2,000"
1019,CONVOY,康宏環球,"6,000"
1020,CYBERNAUT INT'L,賽伯樂國際控股,"4,000"
1021,MIDAS HLDGS-S,麥達斯控股—Ｓ,"1,000"
1022,FEIYU,飛魚科技,"1,500"
1023,SITOY GROUP,時代集團控股,"1,000"
1026,UNIVERSAL TECH,環球實業科技,"10,000"
1027,CH JICHENG-NEW,中國集成控股,"10,000"
1028,C.BANNER,千百度,"1,000"
1029,IRC,鐵貨,"2,000"
1030,FUTURE LAND,新城發展控股,"2,000"
1031,KINGSTON FIN,金利豐金融,"2,000"
1033,SINOPEC SSC,中石化油服,"2,000"
1035,BBI LIFE SCI,ＢＢＩ生命科學,"1,500"
1036,VANKE PPT OVS,萬科置業海外,"1,000"
1037,MAXNERVA TECH,雲智匯科技,"2,000"
1038,CKI HOLDINGS,長江基建集團,500
1039,FORTUNET E-COMM,鑫網易商,"1,000"
1041,LAMTEX HLDGS,林達控股,"10,000"
1043,COSLIGHT TECH,光宇國際集團科技,"2,000"
1044,HENGAN INT'L,恒安國際,500
1045,APT SATELLITE,亞太衛星,500
1046,UNI INTL FIN,寰宇國際金融,"5,000"
1047,NGAI HING HONG,毅興行,"2,000"
1048,YORKSHINE HLDGS,煜新控股,"1,000"
1049,CELESTIAL ASIA,時富投資,"6,000"
1050,KARRIE INT'L,嘉利國際,"2,000"
1051,G-RESOURCES,國際資源,"3,000"
1052,YUEXIUTRANSPORT,越秀交通基建,"2,000"
1053,CHONGQING IRON,重慶鋼鐵股份,"2,000"
1055,CHINA SOUTH AIR,中國南方航空股份,"2,000"
1057,ZHEJIANG SHIBAO,浙江世寶,"2,000"
1058,GUANGDONG TANN,粵海制革,"2,000"
1059,KANTONE HOLDING,看通集團,"3,000"
1060,ALI PICTURES,阿里影業,"10,000"
1061,ESSEX BIO-TECH,億勝生物科技,"1,000"
1063,SUNCORP TECH,新確科技,"10,000"
1064,ZHONG HUA INT'L,中華國際,"5,000"
1065,TIANJIN CAPITAL,天津創業環保股份,"2,000"
1066,WEIGAO GROUP,威高股份,"4,000"
1068,YURUN FOOD,雨潤食品,"1,000"
1069,CA LOW-CARBON,中國農林低碳,"20,000"
1070,TCL MULTIMEDIA,ＴＣＬ多媒體,"1,000"
1071,HUADIAN POWER,華電國際電力股份,"2,000"
1072,DONGFANG ELEC,東方電氣,200
1073,CHINA AGROTECH,浩倫農科,"2,000"
1075,CAPINFO,首都信息,"6,000"
1076,IMPERIAL PAC,博華太平洋,"20,000"
1079,PINE TECH,松景科技,"2,000"
1080,SHENGLI PIPE,勝利管道,"1,500"
1082,HK EDU INTL,香港教育國際,"8,000"
1083,TOWNGAS CHINA,港華燃氣,"1,000"
1085,HXTL,亨鑫科技,"2,000"
1086,GOODBABY INTL,好孩子國際,"1,000"
1087,INVESTECH HLDGS,威訊控股,"1,000"
1088,CHINA SHENHUA,中國神華,500
1089,LEYOU TECH H,樂遊科技控股,"5,000"
1090,DA MING INT'L,大明國際,"2,000"
1091,CITIC DAMENG,中信大錳,"1,000"
1093,CSPC PHARMA,石藥集團,"2,000"
1094,C P PROCUREMENT,中國公共採購,"8,000"
1096,SINO ENERGY INT,中能國際控股,"2,000"
1097,I-CABLE COMM,有線寬頻,"10,000"
1098,ROAD KING INFRA,ROAD KING INFRA,"1,000"
1099,SINOPHARM,國藥控股,400
1100,MAINLAND HOLD,飛達控股,"2,000"
1101,HUARONG ENERGY,華榮能源,"2,000"
1102,ENVIRO ENERGY,環能國際,"2,000"
1103,DASHENG AGR FIN,大生農業金融,"8,000"
1104,APAC RESOURCES,亞太資源,"20,000"
1105,SING TAO,星島,"2,000"
1106,SINO HAIJING,中國海景,"20,000"
1107,MODERN LAND,當代置業,"2,000"
1108,LUOYANG GLASS,洛陽玻璃股份,"2,000"
1109,CHINA RES LAND,華潤置地,"2,000"
1110,KINGWORLD,金活醫藥集團,"4,000"
1111,CHONG HING BANK,創興銀行,"1,000"
1112,H&H INTL HLDG,H&H國際控股,500
1113,CK ASSET,長實集團,500
1114,BRILLIANCE CHI,BRILLIANCE CHI,"2,000"
1115,TIBET WATER,西藏水資源,"1,000"
1116,MAYER HOLDINGS,MAYER HOLDINGS,"4,000"
1117,CH MODERN D,現代牧業,"1,000"
1118,GOLIK HOLDINGS,高力集團,"10,000"
1120,ARTS OPTICAL,雅視光學,"2,000"
1121,BAOFENGMODERN,寶峰時尚,"2,000"
1122,QINGLING MOTORS,慶鈴汽車股份,"2,000"
1123,CHINA-HK PHOTO,中港照相,"2,000"
1124,COASTAL GL,沿海家園,"2,000"
1125,LAI FUNG HOLD,麗豐控股,400
1126,DREAM INT'L,德林國際,"2,000"
1127,LION ROCK GROUP,獅子山集團,"4,000"
1128,WYNN MACAU,永利澳門,400
1129,WATER INDUSTRY,中國水業集團,"4,000"
1130,CHINA ENV RES,中國環境資源,"4,000"
1131,AGRITRADE RES,鴻寶資源,"5,000"
1132,ORANGE SKY G H,橙天嘉禾,"5,000"
1133,HARBIN ELECTRIC,哈爾濱電氣,"2,000"
1135,ASIA SATELLITE,ASIA SATELLITE,500
1136,TCC INT'L HOLD,台泥國際集團,"2,000"
1137,HKTV,香港電視,"1,000"
1138,COSCO SHIP ENGY,中遠海能,"2,000"
1139,VICTORY GROUP,華多利集團,"16,000"
1141,CMBC CAPITAL,民銀資本,"10,000"
1142,SIBERIAN MINING,西伯利亞礦業,"10,000"
1143,CH HCARE ENT,華夏健康產業,"4,000"
1145,COURAGE INV,勇利投資,"1,000"
1146,CH OUTFITTERS,中國服飾控股,"2,000"
1148,POWER XINCHEN,新晨動力,"1,000"
1149,ANXIN-CHINA,中國安芯,"4,000"
1150,MILAN STATION,米蘭站,"2,000"
1151,ELEC & ELTEK,依利安達,500
1152,INFINITY FIN,新融宇集團,"2,000"
1155,CENTRON TELECOM,星辰通信,"1,000"
1157,ZOOMLION,中聯重科,200
1159,STARLIGHT CUL,星光文化,500
1161,WATER OASIS GP,奧思集團,"2,000"
1164,CGN MINING,中廣核礦業,"5,000"
1165,SFCE,順風清潔能源,"2,000"
1166,SOLARTECH INT'L,星凱控股,"20,000"
1168,SINOLINK HOLD,百仕達控股,"2,000"
1169,HAIER ELEC,海爾電器,"1,000"
1170,KINGMAKER,信星集團,"2,000"
1171,YANZHOU COAL,兗州煤業股份,"2,000"
1172,MIDAS INT'L,勤達集團國際,"20,000"
1173,VEEKO INT'L,威高國際,"20,000"
1174,PACIFIC ANDES,太平洋恩利,"2,000"
1175,FRESH EXP,鮮馳達控股,"10,000"
1176,ZHUGUANG HOLD,珠光控股,"2,000"
1177,SINO BIOPHARM,中國生物製藥,"1,000"
1178,SHARE ECON GP,共享經濟集團,"10,000"
1180,PARADISE ENT,匯彩控股,"4,000"
1181,TANG PALACE,唐宮中國,"2,000"
1182,SUCCESS DRAGON,勝龍國際,"10,000"
1184,S.A.S. DRAGON,S.A.S. DRAGON,"2,000"
1185,CHINA ENERGINE,中國航天萬源,"2,000"
1186,CHINA RAIL CONS,中國鐵建,500
1187,HAN TANG INTL,漢唐國際控股,"2,000"
1188,HYBRID KINETIC,正道集團,"2,000"
1189,ROSEDALE HOTEL,珀麗酒店,"10,000"
1190,BOLINA,航標控股,"2,000"
1191,CHINA GEM HLDGS,中國中石控股,"20,000"
1192,TITAN PETROCHEM,泰山石化,"20,000"
1193,CHINA RES GAS,華潤燃氣,"2,000"
1194,MUNSUN CAPITAL,麥盛資本,"2,000"
1195,KINGWELL GROUP,京維集團,"4,000"
1196,REALORD GROUP,偉祿集團,"2,000"
1197,CHINA HENGSHI,中國恒石,"2,000"
1198,ROYALE FURN,皇朝傢俬,"2,000"
1199,COSCO SHIP PORT,中遠海運港口,"2,000"
1200,MIDLAND HOLDING,美聯集團,"2,000"
1201,TESSON HOLDINGS,天臣控股,"3,000"
1202,CHENGDU PUTIAN,成都普天電纜股份,"2,000"
1203,GUANGNAN (HOLD),廣南（集團）,"2,000"
1205,CITIC RESOURCES,中信資源,"2,000"
1206,TECHNOVATOR,同方泰德,"2,000"
1207,SRE GROUP,上置集團,"2,000"
1208,MMG,五礦資源,"4,000"
1210,CHRISTINE,克莉絲汀,"2,000"
1211,BYD COMPANY,比亞迪股份,500
1212,LIFESTYLE INT'L,利福國際,500
1213,MOBICON GROUP,萬保剛集團,"2,000"
1215,KAI YUAN HLDGS,開源控股,"20,000"
1216,ZYBANK,中原銀行,"1,000"
1218,EASYKNIT INT'L,永義國際,"1,000"
1219,TENWOW INT'L,天喔國際,"1,000"
1220,ZHIDAO INT'L,志道國際,"30,000"
1221,SINO HOTELS,SINO HOTELS,"2,000"
1222,WANG ON GROUP,WANG ON GROUP,"20,000"
1223,SYMPHONY HOLD,新灃集團,"10,000"
1224,C C LAND,中渝置地,"1,000"
1225,LERADO FIN,隆成金融,"20,000"
1228,SUPERB SUMMIT,奇峰國際,"5,000"
1229,NAN NAN RES,南南資源,"2,000"
1230,YASHILI INT'L,雅士利國際,"1,000"
1231,NEWTON RES,新礦資源,"2,000"
1232,GW TIANDI,金輪天地控股,"2,000"
1233,TIMES PPT,時代地產,"1,000"
1234,CHINA LILANG,中國利郎,"1,000"
1235,TRAVEL EXPERT,專業旅運,"5,000"
1236,NATIONAL AGRI,國農控股,"2,000"
1237,CH ENV TECH&BIO,中科生物,"10,000"
1238,POWERLONG,寶龍地產,"1,000"
1239,TEAMWAY INTL GP,TEAMWAY INTL GP,"20,000"
1240,CNQC INT'L,青建國際,"2,500"
1241,SHUANGHUA H,雙樺控股,"2,000"
1243,WANG ON PPT,宏安地產,"4,000"
1245,NIRAKU,NIRAKU,"2,000"
1246,BOILLHEALTHCARE,保集健康,"20,000"
1247,MIKO INTL,米格國際控股,"2,000"
1249,TONLY ELEC,通力電子,"1,000"
1250,BE CLEAN ENERGY,北控清潔能源集團,"20,000"
1251,SPT ENERGY,華油能源,"2,000"
1252,CHINA TIANRUI,中國天瑞水泥,"1,000"
1253,GREENLAND BROAD,中國綠地博大綠澤,"4,000"
1255,S. CULTURE,港大零售,"2,000"
1257,CEB GREENTECH,中國光大綠色環保,"1,000"
1258,CHINFMINING,中國有色礦業,"1,000"
1259,CH CHILD CARE,中國兒童護理,"1,000"
1260,WONDERFUL SKY,皓天財經集團,"2,000"
1262,LABIXIAOXIN,蠟筆小新食品,"1,000"
1263,PC PARTNER,?能集團,"2,000"
1265,TIANJINJINRAN,天津津燃公用,"10,000"
1266,XIWANG STEEL,西王特鋼,"1,000"
1268,MEIDONG AUTO,美東汽車,"2,000"
1269,FIRST CAP GP,首控集團,"2,000"
1270,LANGHAM-SS,朗廷—ＳＳ,500
1271,GRAND MING,佳明集團控股,"1,000"
1272,DATANG ENVIRO,大唐環境,"1,000"
1273,HK FINANCE GP,香港信貸,"4,000"
1277,KINETIC M&E,力量能源,"2,000"
1278,CHINANEWTOWN,中國新城鎮,"2,500"
1280,HUIYIN SMARTCOM,匯銀智慧社區,"2,000"
